population,candidate_name,end_date,da_by_pop
lv,Donald Trump,2022-04-10,
lv,Donald Trump,2022-04-11,
lv,Donald Trump,2022-04-12,
lv,Donald Trump,2022-04-13,
lv,Donald Trump,2022-04-14,
lv,Donald Trump,2022-04-15,
lv,Donald Trump,2022-04-16,
lv,Donald Trump,2022-04-17,
lv,Donald Trump,2022-04-18,44.0
lv,Donald Trump,2022-04-19,
lv,Donald Trump,2022-04-20,45.5
lv,Donald Trump,2022-04-21,
lv,Donald Trump,2022-04-22,
lv,Donald Trump,2022-04-23,47.0
lv,Donald Trump,2022-04-24,
lv,Donald Trump,2022-04-25,
lv,Donald Trump,2022-04-26,49.75
lv,Donald Trump,2022-04-27,46.0
lv,Donald Trump,2022-04-28,
lv,Donald Trump,2022-04-29,
lv,Donald Trump,2022-04-30,
lv,Donald Trump,2022-05-01,43.5
lv,Donald Trump,2022-05-02,50.0
lv,Donald Trump,2022-05-03,
lv,Donald Trump,2022-05-04,
lv,Donald Trump,2022-05-05,
lv,Donald Trump,2022-05-06,
lv,Donald Trump,2022-05-07,
lv,Donald Trump,2022-05-08,
lv,Donald Trump,2022-05-09,
lv,Donald Trump,2022-05-10,
lv,Donald Trump,2022-05-11,
lv,Donald Trump,2022-05-12,
lv,Donald Trump,2022-05-13,
lv,Donald Trump,2022-05-14,
lv,Donald Trump,2022-05-15,
lv,Donald Trump,2022-05-16,40.7
lv,Donald Trump,2022-05-17,43.0
lv,Donald Trump,2022-05-18,
lv,Donald Trump,2022-05-19,
lv,Donald Trump,2022-05-20,
lv,Donald Trump,2022-05-21,
lv,Donald Trump,2022-05-22,
lv,Donald Trump,2022-05-23,44.0
lv,Donald Trump,2022-05-24,
lv,Donald Trump,2022-05-25,
lv,Donald Trump,2022-05-26,
lv,Donald Trump,2022-05-27,
lv,Donald Trump,2022-05-28,
lv,Donald Trump,2022-05-29,
lv,Donald Trump,2022-05-30,44.0
lv,Donald Trump,2022-05-31,
lv,Donald Trump,2022-06-01,
lv,Donald Trump,2022-06-02,
lv,Donald Trump,2022-06-03,
lv,Donald Trump,2022-06-04,
lv,Donald Trump,2022-06-05,
lv,Donald Trump,2022-06-06,
lv,Donald Trump,2022-06-07,
lv,Donald Trump,2022-06-08,
lv,Donald Trump,2022-06-09,
lv,Donald Trump,2022-06-10,44.0
lv,Donald Trump,2022-06-11,
lv,Donald Trump,2022-06-12,
lv,Donald Trump,2022-06-13,
lv,Donald Trump,2022-06-14,
lv,Donald Trump,2022-06-15,38.333333333333336
lv,Donald Trump,2022-06-16,
lv,Donald Trump,2022-06-17,
lv,Donald Trump,2022-06-18,
lv,Donald Trump,2022-06-19,
lv,Donald Trump,2022-06-20,42.0
lv,Donald Trump,2022-06-21,
lv,Donald Trump,2022-06-22,49.5
lv,Donald Trump,2022-06-23,
lv,Donald Trump,2022-06-24,
lv,Donald Trump,2022-06-25,
lv,Donald Trump,2022-06-26,
lv,Donald Trump,2022-06-27,
lv,Donald Trump,2022-06-28,
lv,Donald Trump,2022-06-29,
lv,Donald Trump,2022-06-30,
lv,Donald Trump,2022-07-01,
lv,Donald Trump,2022-07-02,
lv,Donald Trump,2022-07-03,
lv,Donald Trump,2022-07-04,
lv,Donald Trump,2022-07-05,
lv,Donald Trump,2022-07-06,
lv,Donald Trump,2022-07-07,
lv,Donald Trump,2022-07-08,
lv,Donald Trump,2022-07-09,43.0
lv,Donald Trump,2022-07-10,
lv,Donald Trump,2022-07-11,
lv,Donald Trump,2022-07-12,
lv,Donald Trump,2022-07-13,
lv,Donald Trump,2022-07-14,49.5
lv,Donald Trump,2022-07-15,
lv,Donald Trump,2022-07-16,
lv,Donald Trump,2022-07-17,
lv,Donald Trump,2022-07-18,44.0
lv,Donald Trump,2022-07-19,
lv,Donald Trump,2022-07-20,
lv,Donald Trump,2022-07-21,41.0
lv,Donald Trump,2022-07-22,
lv,Donald Trump,2022-07-23,
lv,Donald Trump,2022-07-24,45.5
lv,Donald Trump,2022-07-25,
lv,Donald Trump,2022-07-26,43.4
lv,Donald Trump,2022-07-27,45.2
lv,Donald Trump,2022-07-28,42.0
lv,Donald Trump,2022-07-29,
lv,Donald Trump,2022-07-30,
lv,Donald Trump,2022-07-31,
lv,Donald Trump,2022-08-01,
lv,Donald Trump,2022-08-02,
lv,Donald Trump,2022-08-03,
lv,Donald Trump,2022-08-04,
lv,Donald Trump,2022-08-05,
lv,Donald Trump,2022-08-06,45.0
lv,Donald Trump,2022-08-07,
lv,Donald Trump,2022-08-08,
lv,Donald Trump,2022-08-09,40.0
lv,Donald Trump,2022-08-10,
lv,Donald Trump,2022-08-11,
lv,Donald Trump,2022-08-12,
lv,Donald Trump,2022-08-13,
lv,Donald Trump,2022-08-14,
lv,Donald Trump,2022-08-15,
lv,Donald Trump,2022-08-16,46.65
lv,Donald Trump,2022-08-17,41.86666666666667
lv,Donald Trump,2022-08-18,
lv,Donald Trump,2022-08-19,
lv,Donald Trump,2022-08-20,
lv,Donald Trump,2022-08-21,
lv,Donald Trump,2022-08-22,35.75
lv,Donald Trump,2022-08-23,47.2
lv,Donald Trump,2022-08-24,50.0
lv,Donald Trump,2022-08-25,46.0
lv,Donald Trump,2022-08-26,
lv,Donald Trump,2022-08-27,
lv,Donald Trump,2022-08-28,42.5
lv,Donald Trump,2022-08-29,50.7
lv,Donald Trump,2022-08-30,
lv,Donald Trump,2022-08-31,
lv,Donald Trump,2022-09-01,
lv,Donald Trump,2022-09-02,
lv,Donald Trump,2022-09-03,
lv,Donald Trump,2022-09-04,
lv,Donald Trump,2022-09-05,
lv,Donald Trump,2022-09-06,37.4
lv,Donald Trump,2022-09-07,49.075
lv,Donald Trump,2022-09-08,33.7
lv,Donald Trump,2022-09-09,35.7
lv,Donald Trump,2022-09-10,44.3
lv,Donald Trump,2022-09-11,40.5
lv,Donald Trump,2022-09-12,
lv,Donald Trump,2022-09-13,49.8
lv,Donald Trump,2022-09-14,
lv,Donald Trump,2022-09-15,41.73333333333333
lv,Donald Trump,2022-09-16,47.0
lv,Donald Trump,2022-09-17,
lv,Donald Trump,2022-09-18,46.925
lv,Donald Trump,2022-09-19,41.333333333333336
lv,Donald Trump,2022-09-20,40.1
lv,Donald Trump,2022-09-21,43.9
lv,Donald Trump,2022-09-22,49.7
lv,Donald Trump,2022-09-23,38.3
lv,Donald Trump,2022-09-24,
lv,Donald Trump,2022-09-25,
lv,Donald Trump,2022-09-26,45.9
lv,Donald Trump,2022-09-27,51.4
lv,Donald Trump,2022-09-28,
lv,Donald Trump,2022-09-29,
lv,Donald Trump,2022-09-30,
lv,Donald Trump,2022-10-01,39.6
lv,Donald Trump,2022-10-02,32.0
lv,Donald Trump,2022-10-03,41.0
lv,Donald Trump,2022-10-04,49.0
lv,Donald Trump,2022-10-05,39.0
lv,Donald Trump,2022-10-06,52.7
lv,Donald Trump,2022-10-07,46.400000000000006
lv,Donald Trump,2022-10-08,
lv,Donald Trump,2022-10-09,
lv,Donald Trump,2022-10-10,
lv,Donald Trump,2022-10-11,41.75
lv,Donald Trump,2022-10-12,43.25
lv,Donald Trump,2022-10-13,44.0
lv,Donald Trump,2022-10-14,44.4
lv,Donald Trump,2022-10-15,55.4
lv,Donald Trump,2022-10-16,45.1
lv,Donald Trump,2022-10-17,50.0
lv,Donald Trump,2022-10-18,
lv,Donald Trump,2022-10-19,45.05
lv,Donald Trump,2022-10-20,
lv,Donald Trump,2022-10-21,46.55
lv,Donald Trump,2022-10-22,
lv,Donald Trump,2022-10-23,
lv,Donald Trump,2022-10-24,41.375
lv,Donald Trump,2022-10-25,37.5
lv,Donald Trump,2022-10-26,46.0
lv,Donald Trump,2022-10-27,48.0
lv,Donald Trump,2022-10-28,49.2
lv,Donald Trump,2022-10-29,45.825
lv,Donald Trump,2022-10-30,
lv,Donald Trump,2022-10-31,43.7
lv,Donald Trump,2022-11-01,43.125
lv,Donald Trump,2022-11-02,44.5
lv,Donald Trump,2022-11-03,
lv,Donald Trump,2022-11-04,
lv,Donald Trump,2022-11-05,
lv,Donald Trump,2022-11-06,53.5
lv,Donald Trump,2022-11-07,
lv,Donald Trump,2022-11-08,
lv,Donald Trump,2022-11-09,46.5
lv,Donald Trump,2022-11-10,
lv,Donald Trump,2022-11-11,
lv,Donald Trump,2022-11-12,
lv,Donald Trump,2022-11-13,
lv,Donald Trump,2022-11-14,
lv,Donald Trump,2022-11-15,
lv,Donald Trump,2022-11-16,
lv,Donald Trump,2022-11-17,44.66666666666666
lv,Donald Trump,2022-11-18,
lv,Donald Trump,2022-11-19,45.0
lv,Donald Trump,2022-11-20,
lv,Donald Trump,2022-11-21,
lv,Donald Trump,2022-11-22,
lv,Donald Trump,2022-11-23,
lv,Donald Trump,2022-11-24,
lv,Donald Trump,2022-11-25,
lv,Donald Trump,2022-11-26,
lv,Donald Trump,2022-11-27,
lv,Donald Trump,2022-11-28,43.0
lv,Donald Trump,2022-11-29,
lv,Donald Trump,2022-11-30,43.1
lv,Donald Trump,2022-12-01,
lv,Donald Trump,2022-12-02,
lv,Donald Trump,2022-12-03,
lv,Donald Trump,2022-12-04,
lv,Donald Trump,2022-12-05,42.0
lv,Donald Trump,2022-12-06,43.0
lv,Donald Trump,2022-12-07,
lv,Donald Trump,2022-12-08,
lv,Donald Trump,2022-12-09,
lv,Donald Trump,2022-12-10,
lv,Donald Trump,2022-12-11,
lv,Donald Trump,2022-12-12,
lv,Donald Trump,2022-12-13,
lv,Donald Trump,2022-12-14,47.0
lv,Donald Trump,2022-12-15,
lv,Donald Trump,2022-12-16,
lv,Donald Trump,2022-12-17,
lv,Donald Trump,2022-12-18,
lv,Donald Trump,2022-12-19,
lv,Donald Trump,2022-12-20,
lv,Donald Trump,2022-12-21,
lv,Donald Trump,2022-12-22,
lv,Donald Trump,2022-12-23,
lv,Donald Trump,2022-12-24,
lv,Donald Trump,2022-12-25,
lv,Donald Trump,2022-12-26,
lv,Donald Trump,2022-12-27,
lv,Donald Trump,2022-12-28,
lv,Donald Trump,2022-12-29,45.0
lv,Donald Trump,2022-12-30,
lv,Donald Trump,2022-12-31,
lv,Donald Trump,2023-01-01,
lv,Donald Trump,2023-01-02,
lv,Donald Trump,2023-01-03,
lv,Donald Trump,2023-01-04,
lv,Donald Trump,2023-01-05,
lv,Donald Trump,2023-01-06,
lv,Donald Trump,2023-01-07,
lv,Donald Trump,2023-01-08,41.0
lv,Donald Trump,2023-01-09,
lv,Donald Trump,2023-01-10,
lv,Donald Trump,2023-01-11,
lv,Donald Trump,2023-01-12,44.6
lv,Donald Trump,2023-01-13,
lv,Donald Trump,2023-01-14,
lv,Donald Trump,2023-01-15,
lv,Donald Trump,2023-01-16,41.5
lv,Donald Trump,2023-01-17,
lv,Donald Trump,2023-01-18,42.0
lv,Donald Trump,2023-01-19,
lv,Donald Trump,2023-01-20,43.9
lv,Donald Trump,2023-01-21,
lv,Donald Trump,2023-01-22,
lv,Donald Trump,2023-01-23,
lv,Donald Trump,2023-01-24,49.0
lv,Donald Trump,2023-01-25,42.0
lv,Donald Trump,2023-01-26,39.0
lv,Donald Trump,2023-01-27,
lv,Donald Trump,2023-01-28,
lv,Donald Trump,2023-01-29,42.0
lv,Donald Trump,2023-01-30,
lv,Donald Trump,2023-01-31,
lv,Donald Trump,2023-02-01,
lv,Donald Trump,2023-02-02,
lv,Donald Trump,2023-02-03,
lv,Donald Trump,2023-02-04,
lv,Donald Trump,2023-02-05,
lv,Donald Trump,2023-02-06,
lv,Donald Trump,2023-02-07,
lv,Donald Trump,2023-02-08,
lv,Donald Trump,2023-02-09,
lv,Donald Trump,2023-02-10,
lv,Donald Trump,2023-02-11,
lv,Donald Trump,2023-02-12,43.5
lv,Donald Trump,2023-02-13,
lv,Donald Trump,2023-02-14,
lv,Donald Trump,2023-02-15,
lv,Donald Trump,2023-02-16,
lv,Donald Trump,2023-02-17,
lv,Donald Trump,2023-02-18,
lv,Donald Trump,2023-02-19,42.0
lv,Donald Trump,2023-02-20,29.0
lv,Donald Trump,2023-02-21,
lv,Donald Trump,2023-02-22,
lv,Donald Trump,2023-02-23,46.66666666666666
lv,Donald Trump,2023-02-24,
lv,Donald Trump,2023-02-25,
lv,Donald Trump,2023-02-26,
lv,Donald Trump,2023-02-27,45.0
lv,Donald Trump,2023-02-28,
lv,Donald Trump,2023-03-01,
lv,Donald Trump,2023-03-02,
lv,Donald Trump,2023-03-03,
lv,Donald Trump,2023-03-04,
lv,Donald Trump,2023-03-05,
lv,Donald Trump,2023-03-06,
lv,Donald Trump,2023-03-07,
lv,Donald Trump,2023-03-08,44.0
lv,Donald Trump,2023-03-09,42.5
lv,Donald Trump,2023-03-10,
lv,Donald Trump,2023-03-11,
lv,Donald Trump,2023-03-12,
lv,Donald Trump,2023-03-13,
lv,Donald Trump,2023-03-14,50.0
lv,Donald Trump,2023-03-15,
lv,Donald Trump,2023-03-16,
lv,Donald Trump,2023-03-17,
lv,Donald Trump,2023-03-18,
lv,Donald Trump,2023-03-19,
lv,Donald Trump,2023-03-20,46.25
lv,Donald Trump,2023-03-21,
lv,Donald Trump,2023-03-22,
lv,Donald Trump,2023-03-23,
lv,Donald Trump,2023-03-24,
lv,Donald Trump,2023-03-25,
lv,Donald Trump,2023-03-26,
lv,Donald Trump,2023-03-27,43.95
lv,Donald Trump,2023-03-28,
lv,Donald Trump,2023-03-29,44.0
lv,Donald Trump,2023-03-30,
lv,Donald Trump,2023-03-31,
lv,Donald Trump,2023-04-01,47.0
lv,Donald Trump,2023-04-02,
lv,Donald Trump,2023-04-03,47.0
lv,Donald Trump,2023-04-04,44.13333333333333
lv,Donald Trump,2023-04-05,
lv,Donald Trump,2023-04-06,
lv,Donald Trump,2023-04-07,
lv,Donald Trump,2023-04-08,
lv,Donald Trump,2023-04-09,
lv,Donald Trump,2023-04-10,43.0
lv,Donald Trump,2023-04-11,
lv,Donald Trump,2023-04-12,
lv,Donald Trump,2023-04-13,
lv,Donald Trump,2023-04-14,
lv,Donald Trump,2023-04-15,
lv,Donald Trump,2023-04-16,
lv,Donald Trump,2023-04-17,
lv,Donald Trump,2023-04-18,
lv,Donald Trump,2023-04-19,
lv,Donald Trump,2023-04-20,45.2
lv,Donald Trump,2023-04-21,45.0
lv,Donald Trump,2023-04-22,
lv,Donald Trump,2023-04-23,
lv,Donald Trump,2023-04-24,44.5
lv,Donald Trump,2023-04-25,
lv,Donald Trump,2023-04-26,
lv,Donald Trump,2023-04-27,44.5
lv,Donald Trump,2023-04-28,
lv,Donald Trump,2023-04-29,
lv,Donald Trump,2023-04-30,
lv,Donald Trump,2023-05-01,
lv,Donald Trump,2023-05-02,48.0
lv,Donald Trump,2023-05-03,48.0
lv,Donald Trump,2023-05-04,
lv,Donald Trump,2023-05-05,
lv,Donald Trump,2023-05-06,
lv,Donald Trump,2023-05-07,
lv,Donald Trump,2023-05-08,39.0
lv,Donald Trump,2023-05-09,40.0
lv,Donald Trump,2023-05-10,
lv,Donald Trump,2023-05-11,
lv,Donald Trump,2023-05-12,
lv,Donald Trump,2023-05-13,
lv,Donald Trump,2023-05-14,43.0
lv,Donald Trump,2023-05-15,
lv,Donald Trump,2023-05-16,
lv,Donald Trump,2023-05-17,42.5
lv,Donald Trump,2023-05-18,44.7
lv,Donald Trump,2023-05-19,57.0
lv,Donald Trump,2023-05-20,
lv,Donald Trump,2023-05-21,
lv,Donald Trump,2023-05-22,
lv,Donald Trump,2023-05-23,
lv,Donald Trump,2023-05-24,40.0
lv,Donald Trump,2023-05-25,43.0
lv,Donald Trump,2023-05-26,
lv,Donald Trump,2023-05-27,
lv,Donald Trump,2023-05-28,
lv,Donald Trump,2023-05-29,
lv,Donald Trump,2023-05-30,
lv,Donald Trump,2023-05-31,42.0
lv,Donald Trump,2023-06-01,
lv,Donald Trump,2023-06-02,
lv,Donald Trump,2023-06-03,
lv,Donald Trump,2023-06-04,
lv,Donald Trump,2023-06-05,44.5
lv,Donald Trump,2023-06-06,
lv,Donald Trump,2023-06-07,42.3
lv,Donald Trump,2023-06-08,36.0
lv,Donald Trump,2023-06-09,
lv,Donald Trump,2023-06-10,
lv,Donald Trump,2023-06-11,43.0
lv,Donald Trump,2023-06-12,
lv,Donald Trump,2023-06-13,
lv,Donald Trump,2023-06-14,44.5
lv,Donald Trump,2023-06-15,44.0
lv,Donald Trump,2023-06-16,
lv,Donald Trump,2023-06-17,
lv,Donald Trump,2023-06-18,
lv,Donald Trump,2023-06-19,49.0
lv,Donald Trump,2023-06-20,
lv,Donald Trump,2023-06-21,
lv,Donald Trump,2023-06-22,49.9
lv,Donald Trump,2023-06-23,
lv,Donald Trump,2023-06-24,
lv,Donald Trump,2023-06-25,41.5
lv,Donald Trump,2023-06-26,
lv,Donald Trump,2023-06-27,
lv,Donald Trump,2023-06-28,
lv,Donald Trump,2023-06-29,41.833333333333336
lv,Donald Trump,2023-06-30,
lv,Donald Trump,2023-07-01,
lv,Donald Trump,2023-07-02,
lv,Donald Trump,2023-07-03,
lv,Donald Trump,2023-07-04,
lv,Donald Trump,2023-07-05,
lv,Donald Trump,2023-07-06,43.0
lv,Donald Trump,2023-07-07,
lv,Donald Trump,2023-07-08,
lv,Donald Trump,2023-07-09,
lv,Donald Trump,2023-07-10,
lv,Donald Trump,2023-07-11,36.4
lv,Donald Trump,2023-07-12,42.1
lv,Donald Trump,2023-07-13,43.0
lv,Donald Trump,2023-07-14,
lv,Donald Trump,2023-07-15,
lv,Donald Trump,2023-07-16,
lv,Donald Trump,2023-07-17,
lv,Donald Trump,2023-07-18,
lv,Donald Trump,2023-07-19,
lv,Donald Trump,2023-07-20,
lv,Donald Trump,2023-07-21,43.0
lv,Donald Trump,2023-07-22,
lv,Donald Trump,2023-07-23,
lv,Donald Trump,2023-07-24,42.66666666666666
lv,Donald Trump,2023-07-25,
lv,Donald Trump,2023-07-26,
lv,Donald Trump,2023-07-27,43.0
lv,Donald Trump,2023-07-28,
lv,Donald Trump,2023-07-29,
lv,Donald Trump,2023-07-30,
lv,Donald Trump,2023-07-31,
lv,Donald Trump,2023-08-01,44.0
lv,Donald Trump,2023-08-02,
lv,Donald Trump,2023-08-03,43.4
lv,Donald Trump,2023-08-04,
lv,Donald Trump,2023-08-05,
lv,Donald Trump,2023-08-06,42.0
lv,Donald Trump,2023-08-07,
lv,Donald Trump,2023-08-08,
lv,Donald Trump,2023-08-09,
lv,Donald Trump,2023-08-10,
lv,Donald Trump,2023-08-11,45.0
lv,Donald Trump,2023-08-12,
lv,Donald Trump,2023-08-13,
lv,Donald Trump,2023-08-14,
lv,Donald Trump,2023-08-15,
lv,Donald Trump,2023-08-16,45.0
lv,Donald Trump,2023-08-17,51.0
lv,Donald Trump,2023-08-18,
lv,Donald Trump,2023-08-19,
lv,Donald Trump,2023-08-20,
lv,Donald Trump,2023-08-21,42.5
lv,Donald Trump,2023-08-22,
lv,Donald Trump,2023-08-23,44.5
lv,Donald Trump,2023-08-24,
lv,Donald Trump,2023-08-25,
lv,Donald Trump,2023-08-26,
lv,Donald Trump,2023-08-27,
lv,Donald Trump,2023-08-28,45.25
lv,Donald Trump,2023-08-29,
lv,Donald Trump,2023-08-30,
lv,Donald Trump,2023-08-31,46.0
lv,Donald Trump,2023-09-01,
lv,Donald Trump,2023-09-02,
lv,Donald Trump,2023-09-03,
lv,Donald Trump,2023-09-04,42.0
lv,Donald Trump,2023-09-05,36.0
lv,Donald Trump,2023-09-06,44.3
lv,Donald Trump,2023-09-07,
lv,Donald Trump,2023-09-08,
lv,Donald Trump,2023-09-09,
lv,Donald Trump,2023-09-10,
lv,Donald Trump,2023-09-11,47.0
lv,Donald Trump,2023-09-12,
lv,Donald Trump,2023-09-13,42.0
lv,Donald Trump,2023-09-14,
lv,Donald Trump,2023-09-15,50.0
lv,Donald Trump,2023-09-16,
lv,Donald Trump,2023-09-17,43.5
lv,Donald Trump,2023-09-18,40.0
lv,Donald Trump,2023-09-19,51.7
lv,Donald Trump,2023-09-20,43.0
lv,Donald Trump,2023-09-21,
lv,Donald Trump,2023-09-22,
lv,Donald Trump,2023-09-23,
lv,Donald Trump,2023-09-24,38.0
lv,Donald Trump,2023-09-25,47.5
lv,Donald Trump,2023-09-26,44.5
lv,Donald Trump,2023-09-27,
lv,Donald Trump,2023-09-28,43.0
lv,Donald Trump,2023-09-29,47.45
lv,Donald Trump,2023-09-30,
lv,Donald Trump,2023-10-01,
lv,Donald Trump,2023-10-02,
lv,Donald Trump,2023-10-03,44.0
lv,Donald Trump,2023-10-04,
lv,Donald Trump,2023-10-05,41.9
lv,Donald Trump,2023-10-06,
lv,Donald Trump,2023-10-07,
lv,Donald Trump,2023-10-08,42.083333333333336
lv,Donald Trump,2023-10-09,40.5
lv,Donald Trump,2023-10-10,
lv,Donald Trump,2023-10-11,
lv,Donald Trump,2023-10-12,48.3
lv,Donald Trump,2023-10-13,
lv,Donald Trump,2023-10-14,
lv,Donald Trump,2023-10-15,43.833333333333336
lv,Donald Trump,2023-10-16,54.0
lv,Donald Trump,2023-10-17,37.9
lv,Donald Trump,2023-10-18,41.0
lv,Donald Trump,2023-10-19,36.333333333333336
lv,Donald Trump,2023-10-20,
lv,Donald Trump,2023-10-21,
lv,Donald Trump,2023-10-22,
lv,Donald Trump,2023-10-23,
lv,Donald Trump,2023-10-24,43.75
lv,Donald Trump,2023-10-25,
lv,Donald Trump,2023-10-26,45.625
lv,Donald Trump,2023-10-27,40.0
lv,Donald Trump,2023-10-28,
lv,Donald Trump,2023-10-29,40.0
lv,Donald Trump,2023-10-30,35.7
lv,Donald Trump,2023-10-31,
lv,Donald Trump,2023-11-01,42.35
lv,Donald Trump,2023-11-02,51.0
lv,Donald Trump,2023-11-03,44.52
lv,Donald Trump,2023-11-04,46.53333333333333
lv,Donald Trump,2023-11-05,40.1
lv,Donald Trump,2023-11-06,
lv,Donald Trump,2023-11-07,51.0
lv,Donald Trump,2023-11-08,
lv,Donald Trump,2023-11-09,
lv,Donald Trump,2023-11-10,
lv,Donald Trump,2023-11-11,
lv,Donald Trump,2023-11-12,40.5
lv,Donald Trump,2023-11-13,
lv,Donald Trump,2023-11-14,
lv,Donald Trump,2023-11-15,43.13333333333333
lv,Donald Trump,2023-11-16,43.0
lv,Donald Trump,2023-11-17,44.5
lv,Donald Trump,2023-11-18,
lv,Donald Trump,2023-11-19,42.05555555555556
lv,Donald Trump,2023-11-20,42.8
lv,Donald Trump,2023-11-21,
lv,Donald Trump,2023-11-22,
lv,Donald Trump,2023-11-23,38.21666666666667
lv,Donald Trump,2023-11-24,
lv,Donald Trump,2023-11-25,
lv,Donald Trump,2023-11-26,
lv,Donald Trump,2023-11-27,36.2
lv,Donald Trump,2023-11-28,
lv,Donald Trump,2023-11-29,42.66666666666666
lv,Donald Trump,2023-11-30,
lv,Donald Trump,2023-12-01,40.833333333333336
lv,Donald Trump,2023-12-02,
lv,Donald Trump,2023-12-03,41.8
lv,Donald Trump,2023-12-04,
lv,Donald Trump,2023-12-05,
lv,Donald Trump,2023-12-06,
lv,Donald Trump,2023-12-07,44.025
lv,Donald Trump,2023-12-08,42.25
lv,Donald Trump,2023-12-09,
lv,Donald Trump,2023-12-10,44.333333333333336
lv,Donald Trump,2023-12-11,
lv,Donald Trump,2023-12-12,
lv,Donald Trump,2023-12-13,
lv,Donald Trump,2023-12-14,45.0
lv,Donald Trump,2023-12-15,
lv,Donald Trump,2023-12-16,44.0
lv,Donald Trump,2023-12-17,
lv,Donald Trump,2023-12-18,45.95
lv,Donald Trump,2023-12-19,42.75
lv,Donald Trump,2023-12-20,43.0
lv,Donald Trump,2023-12-21,
lv,Donald Trump,2023-12-22,
lv,Donald Trump,2023-12-23,
lv,Donald Trump,2023-12-24,
lv,Donald Trump,2023-12-25,
lv,Donald Trump,2023-12-26,
lv,Donald Trump,2023-12-27,
lv,Donald Trump,2023-12-28,57.0
lv,Donald Trump,2023-12-29,
lv,Donald Trump,2023-12-30,40.66666666666666
lv,Donald Trump,2023-12-31,
lv,Donald Trump,2024-01-01,
lv,Donald Trump,2024-01-02,
lv,Donald Trump,2024-01-03,54.0
lv,Donald Trump,2024-01-04,46.0
lv,Donald Trump,2024-01-05,
lv,Donald Trump,2024-01-06,44.5
lv,Donald Trump,2024-01-07,40.400000000000006
lv,Donald Trump,2024-01-08,34.0
lv,Donald Trump,2024-01-09,49.0
lv,Donald Trump,2024-01-10,
lv,Donald Trump,2024-01-11,
lv,Donald Trump,2024-01-12,46.03333333333333
lv,Donald Trump,2024-01-13,
lv,Donald Trump,2024-01-14,
lv,Donald Trump,2024-01-15,
lv,Donald Trump,2024-01-16,
lv,Donald Trump,2024-01-17,
lv,Donald Trump,2024-01-18,43.333333333333336
lv,Donald Trump,2024-01-19,
lv,Donald Trump,2024-01-20,
lv,Donald Trump,2024-01-21,39.3
lv,Donald Trump,2024-01-22,
lv,Donald Trump,2024-01-23,50.22857142857144
lv,Donald Trump,2024-01-24,50.5
lv,Donald Trump,2024-01-25,48.0
lv,Donald Trump,2024-01-26,
lv,Donald Trump,2024-01-27,
lv,Donald Trump,2024-01-28,38.8
lv,Donald Trump,2024-01-29,32.0
lv,Donald Trump,2024-01-30,
lv,Donald Trump,2024-01-31,45.4
lv,Donald Trump,2024-02-01,
lv,Donald Trump,2024-02-02,44.5
lv,Donald Trump,2024-02-03,44.25
lv,Donald Trump,2024-02-04,39.0
lv,Donald Trump,2024-02-05,
lv,Donald Trump,2024-02-06,
lv,Donald Trump,2024-02-07,
lv,Donald Trump,2024-02-08,45.85
lv,Donald Trump,2024-02-09,
lv,Donald Trump,2024-02-10,42.0
lv,Donald Trump,2024-02-11,
lv,Donald Trump,2024-02-12,
lv,Donald Trump,2024-02-13,40.6
lv,Donald Trump,2024-02-14,43.59
lv,Donald Trump,2024-02-15,47.2
lv,Donald Trump,2024-02-16,
lv,Donald Trump,2024-02-17,
lv,Donald Trump,2024-02-18,45.0
lv,Donald Trump,2024-02-19,
lv,Donald Trump,2024-02-20,
lv,Donald Trump,2024-02-21,
lv,Donald Trump,2024-02-22,44.0
lv,Donald Trump,2024-02-23,
lv,Donald Trump,2024-02-24,
lv,Donald Trump,2024-02-25,44.0
lv,Donald Trump,2024-02-26,50.05
lv,Donald Trump,2024-02-27,37.2
lv,Donald Trump,2024-02-28,45.5
lv,Donald Trump,2024-02-29,
lv,Donald Trump,2024-03-01,44.26666666666667
lv,Donald Trump,2024-03-02,49.66666666666666
lv,Donald Trump,2024-03-03,44.7
lv,Donald Trump,2024-03-04,
lv,Donald Trump,2024-03-05,
lv,Donald Trump,2024-03-06,45.0
lv,Donald Trump,2024-03-07,45.2
lv,Donald Trump,2024-03-08,
lv,Donald Trump,2024-03-09,50.0
lv,Donald Trump,2024-03-10,
lv,Donald Trump,2024-03-11,51.3
lv,Donald Trump,2024-03-12,
lv,Donald Trump,2024-03-13,46.46666666666667
lv,Donald Trump,2024-03-14,43.2
lv,Donald Trump,2024-03-15,44.5
lv,Donald Trump,2024-03-16,45.5
lv,Donald Trump,2024-03-17,43.46
lv,Donald Trump,2024-03-18,
lv,Donald Trump,2024-03-19,48.42857142857143
lv,Donald Trump,2024-03-20,
lv,Donald Trump,2024-03-21,46.0
lv,Donald Trump,2024-03-22,52.7
lv,Donald Trump,2024-03-23,
lv,Donald Trump,2024-03-24,45.333333333333336
lv,Donald Trump,2024-03-25,39.0
lv,Donald Trump,2024-03-26,43.8
lv,Donald Trump,2024-03-27,
lv,Donald Trump,2024-03-28,44.2
lv,Donald Trump,2024-03-29,44.0
lv,Donald Trump,2024-03-30,46.55
lv,Donald Trump,2024-03-31,41.400000000000006
lv,Donald Trump,2024-04-01,
lv,Donald Trump,2024-04-02,51.0
lv,Donald Trump,2024-04-03,
lv,Donald Trump,2024-04-04,41.0
